ORDERNUMBER,PRODUCTCODE,CUSTOMERNAME,ORDERDATE,STATUS,DEALSIZE,QUANTITYORDERED,PRICEEACH,SALES
10276,S12_3380,Online Mini Collectables,2/8/2019,Shipped,Medium,47,116.27,5464.69
10287,S12_3380,"Vida Sport, Ltd",30/08/2019,Shipped,Medium,45,105.7,4756.5
10300,S12_3380,"Blauer See Auto, Co.",4/10/2018,Shipped,Medium,29,137.4,3984.6
10310,S12_3380,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Medium,24,129.18,3100.32
10320,S12_3380,"Volvo Model Replicas, Co",3/11/2019,Shipped,Medium,35,138.58,4850.3
10329,S12_3380,Land of Toys Inc.,15/11/2019,Shipped,Medium,46,83.63,3846.98
10341,S12_3380,Salzburg Collectables,24/11/2019,Shipped,Medium,44,95.93,4220.92
10363,S12_3380,Suominen Souveniers,6/1/2020,Shipped,Medium,34,96.73,3288.82
10376,S12_3380,Boards & Toys Co.,8/2/2020,Shipped,Medium,35,113.92,3987.2
10389,S12_3380,Scandinavian Gift Ideas,3/3/2020,Shipped,Small,25,72.38,1809.5
10419,S12_3380,Salzburg Collectables,17/05/2020,Shipped,Small,10,109.22,1092.2
10105,S12_3891,Danish Wholesale Imports,11/2/2018,Shipped,Medium,29,157.45,4566.05
10117,S12_3891,"Dragon Souveniers, Ltd.",16/04/2018,Shipped,Medium,39,152.26,5938.14
10127,S12_3891,Muscle Machine Inc,3/6/2018,Shipped,Large,42,193.78,8138.76
10142,S12_3891,Mini Gifts Distributors Ltd.,8/8/2018,Shipped,Large,46,205.89,9470.94
10153,S12_3891,Euro Shopping Channel,28/09/2018,Shipped,Large,49,143.61,7036.89
10165,S12_3891,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Medium,27,205.89,5559.03
10176,S12_3891,L'ordine Souveniers,6/11/2018,Shipped,Large,50,157.45,7872.5
10185,S12_3891,Mini Creations Ltd.,14/11/2018,Shipped,Large,43,183.4,7886.2
10196,S12_3891,Super Scale Inc.,26/11/2018,Shipped,Large,38,190.32,7232.16
10208,S12_3891,"Saveley & Henriot, Co.",2/1/2019,Shipped,Medium,20,155.72,3114.4
10220,S12_3891,"Clover Collections, Co.",12/2/2019,Shipped,Medium,27,186.86,5045.22
10231,S12_3891,CAF Imports,19/03/2019,Shipped,Medium,49,141.88,6952.12
10247,S12_3891,Suominen Souveniers,5/5/2019,Shipped,Medium,27,153.99,4157.73
10272,S12_3891,Diecast Classics Inc.,20/07/2019,Shipped,Large,39,204.16,7962.24
10282,S12_3891,Mini Gifts Distributors Ltd.,20/08/2019,Shipped,Medium,24,157.45,3778.8
10293,S12_3891,Amica Models & Co.,9/9/2019,Shipped,Large,45,183.4,8253
10306,S12_3891,"AV Stores, Co.",14/10/2019,Shipped,Medium,20,181.67,3633.4
10314,S12_3891,Heintze Collectables,22/10/2019,Shipped,Medium,36,192.05,6913.8
10325,S12_3891,Baane Mini Imports,5/11/2019,Shipped,Small,24,107.65,2583.6
10336,S12_3891,"La Corne D'abondance, Co.",20/11/2019,Shipped,Medium,49,63.38,3105.62
10349,S12_3891,Muscle Machine Inc,1/12/2019,Shipped,Medium,26,169.56,4408.56
10359,S12_3891,Reims Collectables,15/12/2019,Shipped,Medium,49,62.09,3042.41
10372,S12_3891,"Tokyo Collectables, Ltd",26/01/2020,Shipped,Medium,34,174.75,5941.5
10382,S12_3891,Mini Gifts Distributors Ltd.,17/02/2020,Shipped,Medium,34,95.35,3241.9
10396,S12_3891,Mini Gifts Distributors Ltd.,23/03/2020,Shipped,Medium,33,185.13,6109.29
10413,S12_3891,Gift Depot Inc.,5/5/2020,Shipped,Medium,22,153.99,3387.78
10108,S12_3990,Cruz & Sons Co.,3/3/2018,Shipped,Medium,39,89.38,3485.82
10122,S12_3990,Marseille Mini Autos,8/5/2018,Shipped,Small,32,63.84,2042.88
10135,S12_3990,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Small,24,75.01,1800.24
10147,S12_3990,Collectables For Less Inc.,5/9/2018,Shipped,Small,21,63.84,1340.64
10169,S12_3990,"Anna's Decorations, Ltd",4/11/2018,Shipped,Small,36,63.84,2298.24
10181,S12_3990,Herkku Gifts,12/11/2018,Shipped,Small,20,81.4,1628
10191,S12_3990,"Toms Spezialitten, Ltd",20/11/2018,Shipped,Small,30,64.64,1939.2
10203,S12_3990,Euro Shopping Channel,2/12/2018,Shipped,Medium,44,82.99,3651.56
10211,S12_3990,Auto Canal Petit,15/01/2019,Shipped,Small,28,92.57,2591.96
10225,S12_3990,"Vida Sport, Ltd",22/02/2019,Shipped,Small,37,77.41,2864.17
10238,S12_3990,Danish Wholesale Imports,9/4/2019,Shipped,Small,20,74.21,1484.2
10253,S12_3990,"UK Collectables, Ltd.",1/6/2019,Cancelled,Small,25,90.17,2254.25
10266,S12_3990,L'ordine Souveniers,6/7/2019,Shipped,Small,35,76.61,2681.35
10276,S12_3990,Online Mini Collectables,2/8/2019,Shipped,Medium,38,83.79,3184.02
10287,S12_3990,"Vida Sport, Ltd",30/08/2019,Shipped,Small,41,69.43,2846.63
10300,S12_3990,"Blauer See Auto, Co.",4/10/2018,Shipped,Small,22,76.61,1685.42
10310,S12_3990,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Medium,49,81.4,3988.6
10320,S12_3990,"Volvo Model Replicas, Co",3/11/2019,Shipped,Small,38,73.42,2789.96
10329,S12_3990,Land of Toys Inc.,15/11/2019,Shipped,Medium,33,109.32,3607.56
10341,S12_3990,Salzburg Collectables,24/11/2019,Shipped,Medium,36,93.56,3368.16
10363,S12_3990,Suominen Souveniers,6/1/2020,Shipped,Small,34,81.62,2775.08
10377,S12_3990,"Toys of Finland, Co.",9/2/2020,Shipped,Small,24,67.83,1627.92
10389,S12_3990,Scandinavian Gift Ideas,3/3/2020,Shipped,Small,36,70.26,2529.36
10419,S12_3990,Salzburg Collectables,17/05/2020,Shipped,Medium,34,90.17,3065.78
10104,S12_4473,Euro Shopping Channel,31/01/2018,Shipped,Medium,41,112.58,4615.78
10115,S12_4473,Classic Legends Inc.,4/4/2018,Shipped,Medium,46,124.43,5723.78
10127,S12_4473,Muscle Machine Inc,3/6/2018,Shipped,Small,24,106.65,2559.6
10141,S12_4473,Suominen Souveniers,1/8/2018,Shipped,Small,21,101.91,2140.11
10151,S12_4473,"Oulu Toy Supplies, Inc.",21/09/2018,Shipped,Medium,24,138.65,3327.6
10165,S12_4473,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Medium,48,142.2,6825.6
10175,S12_4473,"Stylish Desk Decors, Co.",6/11/2018,Shipped,Medium,26,136.28,3543.28
10184,S12_4473,"Iberia Gift Imports, Corp.",14/11/2018,Shipped,Medium,37,122.06,4516.22
10195,S12_4473,Mini Classics,25/11/2018,Shipped,Medium,49,131.54,6445.46
10207,S12_4473,Diecast Collectables,9/12/2018,Shipped,Medium,34,99.54,3384.36
10219,S12_4473,Signal Collectibles Ltd.,10/2/2019,Shipped,Medium,48,101.91,4891.68
10229,S12_4473,Mini Gifts Distributors Ltd.,11/3/2019,Shipped,Medium,36,125.61,4521.96
10246,S12_4473,Euro Shopping Channel,5/5/2019,Shipped,Medium,46,110.21,5069.66
10259,S12_4473,Handji Gifts& Co,15/06/2019,Shipped,Medium,46,142.2,6541.2
10271,S12_4473,Mini Gifts Distributors Ltd.,20/07/2019,Shipped,Medium,31,97.17,3012.27
10281,S12_4473,Diecast Classics Inc.,19/08/2019,Shipped,Medium,41,127.98,5247.18
10292,S12_4473,Land of Toys Inc.,8/9/2019,Shipped,Small,21,105.47,2214.87
10305,S12_4473,Marta's Replicas Co.,13/10/2019,Shipped,Medium,38,125.61,4773.18
10314,S12_4473,Heintze Collectables,22/10/2019,Shipped,Medium,45,137.46,6185.7
10324,S12_4473,Vitachrome Inc.,5/11/2019,Shipped,Small,26,58.38,1517.88
10336,S12_4473,"La Corne D'abondance, Co.",20/11/2019,Shipped,Medium,38,167.7,6372.6
10349,S12_4473,Muscle Machine Inc,1/12/2019,Shipped,Medium,48,109.02,5232.96
10358,S12_4473,Euro Shopping Channel,10/12/2019,Shipped,Small,42,64.16,2694.72
10371,S12_4473,Mini Gifts Distributors Ltd.,23/01/2020,Shipped,Small,49,35.71,1749.79
10382,S12_4473,Mini Gifts Distributors Ltd.,17/02/2020,Shipped,Small,32,66.58,2130.56
10412,S12_4473,Euro Shopping Channel,3/5/2020,Shipped,Medium,54,110.21,5951.34
10425,S12_4473,La Rochelle Gifts,31/05/2020,In Process,Medium,33,142.2,4692.6
10108,S12_4675,Cruz & Sons Co.,3/3/2018,Shipped,Medium,36,103.64,3731.04
10122,S12_4675,Marseille Mini Autos,8/5/2018,Shipped,Small,20,107.1,2142
10135,S12_4675,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Small,29,97.89,2838.81
10147,S12_4675,Collectables For Less Inc.,5/9/2018,Shipped,Medium,33,97.89,3230.37
10170,S12_4675,Mini Auto Werke,4/11/2018,Shipped,Medium,41,107.1,4391.1
10181,S12_4675,Herkku Gifts,12/11/2018,Shipped,Medium,36,124.37,4477.32
10192,S12_4675,Online Diecast Creations Co.,20/11/2018,Shipped,Medium,27,131.28,3544.56
10203,S12_4675,Euro Shopping Channel,2/12/2018,Shipped,Medium,47,110.55,5195.85
10212,S12_4675,Euro Shopping Channel,16/01/2019,Shipped,Medium,33,126.68,4180.44
10225,S12_4675,"Vida Sport, Ltd",22/02/2019,Shipped,Small,21,127.83,2684.43
10239,S12_4675,"Oulu Toy Supplies, Inc.",12/4/2019,Shipped,Small,21,93.28,1958.88
10253,S12_4675,"UK Collectables, Ltd.",1/6/2019,Cancelled,Medium,41,119.77,4910.57
10266,S12_4675,L'ordine Souveniers,6/7/2019,Shipped,Medium,40,111.71,4468.4
10277,S12_4675,"Dragon Souveniers, Ltd.",4/8/2019,Shipped,Medium,28,111.71,3127.88
10287,S12_4675,"Vida Sport, Ltd",30/08/2019,Shipped,Small,23,116.31,2675.13
10300,S12_4675,"Blauer See Auto, Co.",4/10/2018,Shipped,Small,23,122.07,2807.61
10310,S12_4675,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Small,25,100.19,2504.75
10321,S12_4675,FunGiftIdeas.com,4/11/2019,Shipped,Small,24,124.37,2984.88
10329,S12_4675,Land of Toys Inc.,15/11/2019,Shipped,Small,39,64.74,2524.86
10341,S12_4675,Salzburg Collectables,24/11/2019,Shipped,Medium,55,75.2,4136
10363,S12_4675,Suominen Souveniers,6/1/2020,Shipped,Medium,46,88.45,4068.7
10377,S12_4675,"Toys of Finland, Co.",9/2/2020,Shipped,Medium,50,103.64,5182
10389,S12_4675,Scandinavian Gift Ideas,3/3/2020,Shipped,Medium,47,111.57,5243.79
10405,S12_4675,Mini Caravy,14/04/2020,Shipped,Large,97,93.28,9048.16
10419,S12_4675,Salzburg Collectables,17/05/2020,Shipped,Medium,32,119.77,3832.64
10103,S18_1097,Baane Mini Imports,29/01/2018,Shipped,Medium,35,112,3920
10113,S18_1097,Mini Gifts Distributors Ltd.,26/03/2018,Shipped,Medium,49,100.34,4916.66
10126,S18_1097,"Corrida Auto Replicas, Ltd",28/05/2018,Shipped,Medium,38,101.5,3857
10140,S18_1097,Technics Stores Inc.,24/07/2018,Shipped,Medium,32,130.67,4181.44
10150,S18_1097,"Dragon Souveniers, Ltd.",19/09/2018,Shipped,Medium,34,136.5,4641
10164,S18_1097,Mini Auto Werke,21/10/2018,Resolved,Medium,36,99.17,3570.12
10174,S18_1097,"Australian Gift Network, Co",6/11/2018,Shipped,Medium,48,93.34,4480.32
10183,S18_1097,"Classic Gift Ideas, Inc",13/11/2018,Shipped,Small,21,96.84,2033.64
10194,S18_1097,"Saveley & Henriot, Co.",25/11/2018,Shipped,Small,21,93.34,1960.14
10206,S18_1097,Canadian Gift Exchange Network,5/12/2018,Shipped,Medium,34,116.67,3966.78
10215,S18_1097,West Coast Collectables Co.,29/01/2019,Shipped,Medium,46,112,5152
10228,S18_1097,Cambridge Collectables Co.,10/3/2019,Shipped,Medium,32,105,3360
10245,S18_1097,Super Scale Inc.,4/5/2019,Shipped,Medium,29,119,3451
10258,S18_1097,"Tokyo Collectables, Ltd",15/06/2019,Shipped,Medium,41,133,5453
10270,S18_1097,Souveniers And Things Co.,19/07/2019,Shipped,Medium,43,96.84,4164.12
10280,S18_1097,Amica Models & Co.,17/08/2019,Shipped,Small,24,116.67,2800.08
10291,S18_1097,Scandinavian Gift Ideas,8/9/2019,Shipped,Medium,41,114.34,4687.94
10304,S18_1097,Auto Assoc. & Cie.,11/10/2019,Shipped,Medium,46,98,4508
10312,S18_1097,Mini Gifts Distributors Ltd.,21/10/2019,Shipped,Medium,32,130.67,4181.44
10322,S18_1097,Online Diecast Creations Co.,4/11/2019,Shipped,Small,22,102.32,2251.04
10347,S18_1097,"Australian Collectors, Co.",29/11/2019,Shipped,Small,42,49.6,2083.2
10357,S18_1097,Mini Gifts Distributors Ltd.,10/12/2019,Shipped,Medium,39,98,3822
10370,S18_1097,"Anna's Decorations, Ltd",20/01/2020,Shipped,Medium,27,144.87,3911.49
10391,S18_1097,"Anna's Decorations, Ltd",9/3/2020,Shipped,Small,29,85.1,2467.9
10411,S18_1097,Quebec Home Shopping Network,1/5/2020,Shipped,Medium,27,119,3213
10424,S18_1097,Euro Shopping Channel,31/05/2020,In Process,Large,54,133,7182
10109,S18_1129,Motor Mint Distributors Inc.,10/3/2018,Shipped,Medium,26,168.43,4379.18
10122,S18_1129,Marseille Mini Autos,8/5/2018,Shipped,Medium,34,147.2,5004.8
10136,S18_1129,Alpha Cognac,4/7/2018,Shipped,Medium,25,145.79,3644.75
10148,S18_1129,"Anna's Decorations, Ltd",11/9/2018,Shipped,Small,23,117.48,2702.04
10161,S18_1129,Heintze Collectables,17/10/2018,Shipped,Medium,28,134.46,3764.88
10171,S18_1129,Quebec Home Shopping Network,5/11/2018,Shipped,Medium,35,128.8,4508
10181,S18_1129,Herkku Gifts,12/11/2018,Shipped,Medium,44,123.14,5418.16
10192,S18_1129,Online Diecast Creations Co.,20/11/2018,Shipped,Medium,22,150.03,3300.66
10204,S18_1129,Muscle Machine Inc,2/12/2018,Shipped,Medium,42,147.2,6182.4
10212,S18_1129,Euro Shopping Channel,16/01/2019,Shipped,Medium,29,144.37,4186.73
10225,S18_1129,"Vida Sport, Ltd",22/02/2019,Shipped,Medium,32,141.54,4529.28
10240,S18_1129,Osaka Souveniers Co.,13/04/2019,Shipped,Medium,41,137.29,5628.89
10253,S18_1129,"UK Collectables, Ltd.",1/6/2019,Cancelled,Medium,26,117.48,3054.48
10266,S18_1129,L'ordine Souveniers,6/7/2019,Shipped,Small,21,120.31,2526.51
10278,S18_1129,Signal Gift Stores,6/8/2019,Shipped,Medium,34,137.29,4667.86
10287,S18_1129,"Vida Sport, Ltd",30/08/2019,Shipped,Medium,41,158.52,6499.32
10301,S18_1129,"Norway Gifts By Mail, Co.",5/10/2018,Shipped,Medium,37,159.94,5917.78
10310,S18_1129,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Medium,37,168.43,6231.91
10321,S18_1129,FunGiftIdeas.com,4/11/2019,Shipped,Medium,41,141.54,5803.14
10331,S18_1129,Motor Mint Distributors Inc.,17/11/2019,Shipped,Medium,46,139.87,6434.02
10342,S18_1129,"Australian Collectors, Co.",24/11/2019,Shipped,Medium,40,161.36,6454.4
10356,S18_1129,Lyon Souveniers,9/12/2019,Shipped,Medium,43,97.6,4196.8
10365,S18_1129,Mini Creations Ltd.,7/1/2020,Shipped,Small,30,87.06,2611.8
10377,S18_1129,"Toys of Finland, Co.",9/2/2020,Shipped,Medium,35,168.43,5895.05
10390,S18_1129,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Medium,36,93.77,3375.72
10406,S18_1129,Danish Wholesale Imports,15/04/2020,Disputed,Large,61,137.29,8374.69
10419,S18_1129,Salzburg Collectables,17/05/2020,Shipped,Medium,38,117.48,4464.24
10102,S18_1342,Vitachrome Inc.,10/1/2018,Shipped,Medium,39,123.29,4808.31
10125,S18_1342,"Australian Collectors, Co.",21/05/2018,Shipped,Medium,32,101.71,3254.72
10139,S18_1342,Souveniers And Things Co.,16/07/2018,Shipped,Medium,31,102.74,3184.94
10149,S18_1342,Signal Collectibles Ltd.,12/9/2018,Shipped,Medium,50,118.15,5907.5
10173,S18_1342,Rovelli Gifts,5/11/2018,Shipped,Medium,43,117.12,5036.16
10182,S18_1342,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Small,25,87.33,2183.25
10193,S18_1342,"Australian Collectables, Ltd",21/11/2018,Shipped,Medium,28,110.96,3106.88
10205,S18_1342,Euro Shopping Channel,3/12/2018,Shipped,Medium,36,103.77,3735.72
10215,S18_1342,West Coast Collectables Co.,29/01/2019,Shipped,Small,27,89.38,2413.26
10227,S18_1342,"Saveley & Henriot, Co.",2/3/2019,Shipped,Small,25,118.15,2953.75
10244,S18_1342,Euro Shopping Channel,29/04/2019,Shipped,Medium,40,117.12,4684.8
10256,S18_1342,Danish Wholesale Imports,8/6/2019,Shipped,Medium,34,95.55,3248.7
10280,S18_1342,Amica Models & Co.,17/08/2019,Shipped,Medium,50,104.79,5239.5
10289,S18_1342,Herkku Gifts,3/9/2019,Shipped,Medium,38,120.21,4567.98
10304,S18_1342,Auto Assoc. & Cie.,11/10/2019,Shipped,Medium,37,95.55,3535.35
10312,S18_1342,Mini Gifts Distributors Ltd.,21/10/2019,Shipped,Medium,43,89.38,3843.34
10322,S18_1342,Online Diecast Creations Co.,4/11/2019,Shipped,Medium,43,86.3,3710.9
10332,S18_1342,"AV Stores, Co.",17/11/2019,Shipped,Medium,46,95.13,4375.98
10346,S18_1342,Signal Gift Stores,29/11/2019,Shipped,Small,42,36.11,1516.62
10356,S18_1342,Lyon Souveniers,9/12/2019,Shipped,Small,50,50.18,2509
10369,S18_1342,Collectables For Less Inc.,20/01/2020,Shipped,Large,44,210.01,9240.44
10380,S18_1342,Euro Shopping Channel,16/02/2020,Shipped,Small,27,93.16,2515.32
10391,S18_1342,"Anna's Decorations, Ltd",9/3/2020,Shipped,Medium,35,158.54,5548.9
10422,S18_1342,Diecast Classics Inc.,30/05/2020,In Process,Medium,51,95.55,4873.05
10102,S18_1367,Vitachrome Inc.,10/1/2018,Shipped,Small,41,50.14,2055.74
10126,S18_1367,"Corrida Auto Replicas, Ltd",28/05/2018,Shipped,Small,42,54.99,2309.58
10139,S18_1367,Souveniers And Things Co.,16/07/2018,Shipped,Small,49,43.13,2113.37
10149,S18_1367,Signal Collectibles Ltd.,12/9/2018,Shipped,Small,30,58.22,1746.6
10173,S18_1367,Rovelli Gifts,5/11/2018,Shipped,Small,48,44.21,2122.08
10182,S18_1367,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Small,32,54.45,1742.4
10193,S18_1367,"Australian Collectables, Ltd",21/11/2018,Shipped,Small,46,53.37,2455.02
10205,S18_1367,Euro Shopping Channel,3/12/2018,Shipped,Medium,48,63.61,3053.28
10215,S18_1367,West Coast Collectables Co.,29/01/2019,Shipped,Small,33,43.13,1423.29
10227,S18_1367,"Saveley & Henriot, Co.",2/3/2019,Shipped,Small,31,48.52,1504.12
10244,S18_1367,Euro Shopping Channel,29/04/2019,Shipped,Small,20,58.22,1164.4
10256,S18_1367,Danish Wholesale Imports,8/6/2019,Shipped,Small,29,51.75,1500.75
10280,S18_1367,Amica Models & Co.,17/08/2019,Shipped,Small,27,57.68,1557.36
10289,S18_1367,Herkku Gifts,3/9/2019,Shipped,Small,24,56.07,1345.68
10304,S18_1367,Auto Assoc. & Cie.,11/10/2019,Shipped,Small,37,48.52,1795.24
10312,S18_1367,Mini Gifts Distributors Ltd.,21/10/2019,Shipped,Small,25,44.21,1105.25
10322,S18_1367,Online Diecast Creations Co.,4/11/2019,Shipped,Small,41,57.68,2364.88
10332,S18_1367,"AV Stores, Co.",17/11/2019,Shipped,Small,27,89.89,2427.03
10347,S18_1367,"Australian Collectors, Co.",29/11/2019,Shipped,Small,21,58.95,1237.95
10356,S18_1367,Lyon Souveniers,9/12/2019,Shipped,Small,22,72.41,1593.02
10369,S18_1367,Collectables For Less Inc.,20/01/2020,Shipped,Medium,32,98.63,3156.16
10391,S18_1367,"Anna's Decorations, Ltd",9/3/2020,Shipped,Medium,42,119,4998
10422,S18_1367,Diecast Classics Inc.,30/05/2020,In Process,Small,25,51.75,1293.75
10110,S18_1589,"AV Stores, Co.",18/03/2018,Shipped,Medium,37,146.84,5433.08
10123,S18_1589,Atelier graphique,20/05/2018,Shipped,Medium,26,118.22,3073.72
10137,S18_1589,Reims Collectables,10/7/2018,Shipped,Medium,44,99.55,4380.2
10148,S18_1589,"Anna's Decorations, Ltd",11/9/2018,Shipped,Medium,47,124.44,5848.68
10161,S18_1589,Heintze Collectables,17/10/2018,Shipped,Medium,43,143.11,6153.73
10172,S18_1589,Gift Depot Inc.,5/11/2018,Shipped,Medium,42,118.22,4965.24
10181,S18_1589,Herkku Gifts,12/11/2018,Shipped,Medium,42,129.42,5435.64
10192,S18_1589,Online Diecast Creations Co.,20/11/2018,Shipped,Medium,29,146.84,4258.36
10204,S18_1589,Muscle Machine Inc,2/12/2018,Shipped,Medium,40,100.8,4032
10212,S18_1589,Euro Shopping Channel,16/01/2019,Shipped,Medium,38,118.22,4492.36
10226,S18_1589,Collectable Mini Designs Co.,26/02/2019,Shipped,Medium,38,109.51,4161.38
10241,S18_1589,Mini Caravy,13/04/2019,Shipped,Small,21,119.46,2508.66
10253,S18_1589,"UK Collectables, Ltd.",1/6/2019,Cancelled,Medium,24,140.62,3374.88
10266,S18_1589,L'ordine Souveniers,6/7/2019,Shipped,Medium,36,144.35,5196.6
10278,S18_1589,Signal Gift Stores,6/8/2019,Shipped,Small,23,113.24,2604.52
10288,S18_1589,Handji Gifts& Co,1/9/2019,Shipped,Small,20,146.84,2936.8
10301,S18_1589,"Norway Gifts By Mail, Co.",5/10/2018,Shipped,Medium,32,107.02,3424.64
10311,S18_1589,Euro Shopping Channel,16/10/2019,Shipped,Small,29,100.8,2923.2
10321,S18_1589,FunGiftIdeas.com,4/11/2019,Shipped,Medium,44,102.04,4489.76
10331,S18_1589,Motor Mint Distributors Inc.,17/11/2019,Shipped,Medium,44,110.21,4849.24
10343,S18_1589,Reims Collectables,24/11/2019,Shipped,Medium,36,162.47,5848.92
10367,S18_1589,Toys4GrownUps.com,12/1/2020,Resolved,Small,49,56.3,2758.7
10378,S18_1589,Euro Shopping Channel,10/2/2020,Shipped,Small,34,42.64,1449.76
10407,S18_1589,The Sharp Gifts Warehouse,22/04/2020,On Hold,Large,59,119.46,7048.14
10419,S18_1589,Salzburg Collectables,17/05/2020,Shipped,Medium,37,140.62,5202.94
10106,S18_1662,Rovelli Gifts,17/02/2018,Shipped,Medium,36,146.65,5279.4
10119,S18_1662,Salzburg Collectables,28/04/2018,Shipped,Medium,43,160.84,6916.12
10131,S18_1662,Gift Ideas Corp.,16/06/2018,Shipped,Small,21,132.46,2781.66
10143,S18_1662,Mini Creations Ltd.,10/8/2018,Shipped,Medium,32,164,5248
10155,S18_1662,"Toys of Finland, Co.",6/10/2018,Shipped,Medium,38,171.88,6531.44
10167,S18_1662,Scandinavian Gift Ideas,23/10/2018,Cancelled,Medium,43,134.04,5763.72
10178,S18_1662,Alpha Cognac,8/11/2018,Shipped,Medium,42,154.54,6490.68
10186,S18_1662,"Double Decker Gift Stores, Ltd",14/11/2018,Shipped,Medium,32,187.65,6004.8
10198,S18_1662,Cruz & Sons Co.,27/11/2018,Shipped,Large,42,178.19,7483.98
10210,S18_1662,Osaka Souveniers Co.,12/1/2019,Shipped,Medium,31,184.5,5719.5
10222,S18_1662,Collectable Mini Designs Co.,19/02/2019,Shipped,Medium,49,141.92,6954.08
10250,S18_1662,The Sharp Gifts Warehouse,11/5/2019,Shipped,Large,45,181.34,8160.3
10262,S18_1662,Euro Shopping Channel,24/06/2019,Cancelled,Medium,49,134.04,6567.96
10274,S18_1662,Collectables For Less Inc.,21/07/2019,Shipped,Medium,41,164,6724
10284,S18_1662,"Norway Gifts By Mail, Co.",21/08/2019,Shipped,Medium,45,127.73,5747.85
10296,S18_1662,"Bavarian Collectables Imports, Co.",15/09/2019,Shipped,Medium,36,157.69,5676.84
10307,S18_1662,"Classic Gift Ideas, Inc",14/10/2019,Shipped,Large,39,189.23,7379.97
10316,S18_1662,giftsbymail.co.uk,1/11/2019,Shipped,Medium,27,137.19,3704.13
10327,S18_1662,Danish Wholesale Imports,10/11/2019,Resolved,Small,25,112.19,2804.75
10338,S18_1662,Royale Belge,22/11/2019,Shipped,Medium,41,137.19,5624.79
10351,S18_1662,"Stylish Desk Decors, Co.",3/12/2019,Shipped,Medium,39,99.52,3881.28
10373,S18_1662,"Oulu Toy Supplies, Inc.",31/01/2020,Shipped,Small,28,57.55,1611.4
10386,S18_1662,Euro Shopping Channel,1/3/2020,Resolved,Small,25,54.57,1364.25
10398,S18_1662,Reims Collectables,30/03/2020,Shipped,Medium,33,127.73,4215.09
10400,S18_1662,The Sharp Gifts Warehouse,1/4/2020,Shipped,Medium,34,189.23,6433.82
10416,S18_1662,L'ordine Souveniers,10/5/2020,Shipped,Medium,24,181.34,4352.16
10100,S18_1749,Online Diecast Creations Co.,6/1/2018,Shipped,Medium,30,171.7,5151
10110,S18_1749,"AV Stores, Co.",18/03/2018,Shipped,Medium,42,144.5,6069
10124,S18_1749,Signal Gift Stores,21/05/2018,Shipped,Small,21,136,2856
10149,S18_1749,Signal Collectibles Ltd.,12/9/2018,Shipped,Medium,34,158.1,5375.4
10173,S18_1749,Rovelli Gifts,5/11/2018,Shipped,Medium,24,146.2,3508.8
